EGID,Official Building No,Building Status,Building Category,Building Class,Date of Construction,Year of Demolition,Surface Area of Building,Number of Floors,Heating Device Info,Record Modification Info
156690,34731,1007,1020,1122,1943-12,2012,195,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2012-10-05"
156710,34732,1007,1020,1122,1943-12,2012,196,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2012-10-05"
156712,1288,1007,1020,1122,1928-01,2023,198,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2020-09-11","createDate: 2001-11-29, updateDate: 2023-02-28"
156747,28008,1007,1020,1121,1878,2003,168,2,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
156801,34730,1007,1020,1122,1943-12,2012,164,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2012-10-05"
156802,34728,1007,1020,1122,1943-12,2012,234,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2012-10-05"
156803,34729,1007,1020,1122,1943-12,2012,235,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2012-10-05"
156842,261HI00396,1007,1020,1110,1877,2021,63,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-02-09"
156865,26701455,1007,1020,1110,1933,2020,287,3,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-06-15"
156886,HI00820,1007,1020,1122,1912-01,2024,153,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-06-28","createDate: 2001-11-29, updateDate: 2024-03-19"
156909,36070,1007,1020,1110,1929,2017,148,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2018-02-13"
156934,34767,1007,1020,1122,1946,2009,136,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
156973,34742,1007,1020,1122,1943,2015,166,5,"heatGeneratorHeating: 7431, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-07-16"
156974,34743,1007,1020,1122,1943,2015,186,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-07-16"
156979,36314,1007,1020,1122,1939,2019,279,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-01-24"
156984,34741,1007,1020,1122,1943,2015,212,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-10-16"
157034,36008,1007,1020,1122,1927,2009,234,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
157349,261HI01336,1007,1020,1122,1930,2021,176,6,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
157350,261HI01337,1007,1020,1122,1930,2021,175,6,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
157351,261HI01338,1007,1020,1122,1930,2021,174,6,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
157352,261HI01339,1007,1020,1122,1930,2021,173,6,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
157363,35264,1007,1020,1122,1893,2009,209,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
157395,261HI01335,1007,1020,1122,1930,2021,175,6,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
157490,HI00783,1007,1020,1122,1911-01,2023,157,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2021-04-12","createDate: 2001-11-29, updateDate: 2023-09-20"
157494,261HI00073,1007,1020,1122,1945,2020,183,6,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2023-09-16"
157495,261HI00074,1007,1020,1122,1945,2020,300,6,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-11-06"
157501,37128,1007,1020,1122,1955,2012,164,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-01-22"
157502,37129,1007,1020,1122,1955,2012,204,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-01-22"
157503,37130,1007,1020,1122,1955,2012,205,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-01-22"
157562,36753,1007,1020,1110,1927,2010,79,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
157574,36752,1007,1020,1122,1927,2010,119,5,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
157579,800,1007,1020,1122,1965-01,2022,195,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-01-10","createDate: 2001-11-29, updateDate: 2022-08-01"
157580,800,1007,1020,1122,1965-01,2022,193,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-01-10","createDate: 2001-11-29, updateDate: 2022-08-01"
157581,800,1007,1020,1122,1965-01,2022,329,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-01-10","createDate: 2001-11-29, updateDate: 2022-08-01"
157590,803,1007,1020,1122,1966-01,2022,268,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-01-10","createDate: 2001-11-29, updateDate: 2022-08-01"
157591,804,1007,1020,1122,1966-01,2022,267,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-01-10","createDate: 2001-11-29, updateDate: 2022-08-01"
157592,805,1007,1020,1122,1965-01,2022,232,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-01-10","createDate: 2001-11-29, updateDate: 2022-08-01"
157593,805,1007,1020,1122,1965-01,2022,230,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-01-10","createDate: 2001-11-29, updateDate: 2022-08-01"
157594,805,1007,1020,1122,1965-01,2022,329,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-01-10","createDate: 2001-11-29, updateDate: 2022-08-01"
157676,261WI00612,1007,1020,1122,1960,2021,246,6,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
157683,37187,1007,1020,1122,1956,2013,246,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-11-05"
157684,37188,1007,1020,1122,1956,2013,244,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-11-05"
157694,262,1007,1020,1110,1937-01,2023,113,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-08-16","createDate: 2001-11-29, updateDate: 2023-11-15"
157698,36629,1007,1020,1110,1945,2012,99,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-01-22"
157769,37606,1007,1020,1110,1967,2012,138,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-08-06"
157776,220,1007,1020,1110,1934-01,2022,101,5,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2021-08-20","createDate: 2001-11-29, updateDate: 2022-02-14"
157777,WI00216,1007,1020,1110,1933-01,2022,107,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-03-21","createDate: 2001-11-29, updateDate: 2022-08-08"
157812,37035,1007,1020,1121,1952,2012,150,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-18"
157813,37036,1007,1020,1122,1952,2012,214,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-18"
157814,37038,1007,1020,1122,1952,2012,246,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-18"
157815,37037,1007,1020,1122,1952,2012,245,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-18"
157875,37116,1007,1020,1122,1954,2010,196,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
158012,34982,1007,1020,1110,1956,2019,163,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-01-24"
158014,1352,1007,1020,1110,1930-01,2022,93,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-06-07","createDate: 2001-11-29, updateDate: 2022-05-17"
158016,261HI00170,1007,1020,1110,1951,2020,132,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-11-06"
158024,36307,1007,1020,1110,1939,2011,128,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
158028,36330,1007,1020,1110,1940,2013,149,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-01-28"
158033,1503,1007,1020,1110,1937-01,2021,136,3,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2021-05-17","createDate: 2001-11-29, updateDate: 2021-12-08"
158035,36272,1007,1020,1110,1937,2004,184,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
158037,36298,1007,1020,1110,1938,2017,95,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2018-02-13"
158039,36300,1007,1020,1110,1938,2008,125,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
158046,HI00503,1007,1020,1110,1965-01,2023,112,3,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2022-01-19","createDate: 2001-11-29, updateDate: 2023-11-08"
158047,36290,1007,1020,1110,1937,2015,131,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2016-01-28"
158063,261HI01255,1007,1020,1110,1928,2020,87,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-10-08"
158098,N/A,1007,1020,1110,N/A,1999,N/A,2,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
158119,WI01665,1007,1020,1110,1924-01,2023,79,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2019-10-29","createDate: 2001-11-29, updateDate: 2023-12-22"
158126,35949,1007,1020,1110,1926,2012,128,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2012-07-10"
158172,HI01494,1007,1020,1110,1937-01,2022,123,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2020-11-11","createDate: 2001-11-29, updateDate: 2022-08-18"
158174,34652,1007,1020,1110,1948,2010,125,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
158177,34907,1007,1020,1110,1952,2013,196,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-01-28"
158178,223,1007,1020,1110,1954-01,2022,152,4,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2021-08-23","createDate: 2001-11-29, updateDate: 2022-01-25"
158179,36260,1007,1020,1110,1936,2006,80,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
158195,16,1007,1020,1110,1948-01,2022,122,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2020-12-19","createDate: 2001-11-29, updateDate: 2022-02-22"
158196,261HI00012,1007,1020,1110,1948,2021,113,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-07-15"
158206,34888,1007,1020,1110,1951,2008,116,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
158209,34837,1007,1020,1110,1950,2018,109,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
158210,36334,1007,1020,1110,1940,2008,123,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
158236,34649,1007,1020,1110,1948,2011,93,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
158243,34646,1007,1020,1122,1947,2018,126,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
158246,34883,1007,1020,1121,1951,2005,176,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
158248,34748,1007,1020,1110,1945,2005,104,3,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
158253,36329,1007,1020,1110,1939,2016,126,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
158259,34878,1007,1020,1121,1951,2008,181,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
158275,36788,1007,1020,1110,1929,2018,205,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
158323,261WI00376,1007,1020,1110,1952,2021,84,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-07-15"
158388,37094,1007,1020,1110,1954,2016,116,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 869, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
158407,36802,1007,1020,1110,1932,2017,62,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
